Round,Overall,Player,Team,Year,Pos,School
11,319,Brennon McNair, Royals,2021,IF,Magee HS
11,320,Victor Torres, White Sox,2019,C,International Baseball Academy
11,320,Nic Kent, Rockies,2021,SS,Virginia
11,320,Dominic Perachi, Pirates,2022,LHP,Salve Regina U
11,320,Franklin Parra, Mets,2018,LHP,Copiague HS
11,321,Nick Gatewood, Padres,2018,C,Georgia State
11,321,Anthony Maldonado, Marlins,2019,RHP,Bethune-Cookman University
11,321,Chase Silseth, Angels,2021,RHP,Arizona
11,321,Luke Young, Nationals,2022,RHP,Midland College
11,322,Jake Higginbotham, Braves,2018,LHP,Clemson
11,322,John McMillon, Tigers,2019,RHP,Texas Tech
11,322,Alex Williams, Marlins,2022,RHP,Stanford
11,322,Rowdey Jordan, Mets,2021,OF,Mississippi State
11,323,Joe DeMers, Athletics,2018,RHP,Washington
11,323,Marc Davis, Nationals,2021,RHP,Florida SouthWestern State College
11,323,Branden Noriega, Cubs,2022,LHP,No School
11,323,Mason Feole, Padres,2019,LHP,Connecticut
11,324,Andrew Cossetti, Twins,2022,C,Saint Joseph's
11,324,Mike Burrows, Pirates,2018,RHP,Waterford HS
11,324,William Fleming, Mariners,2021,RHP,Wake Forest
11,324,Wendell Marrero, Reds,2019,OF,Puerto Rico Baseball Academy
11,325,David Sandlin, Royals,2022,RHP,Oklahoma
11,325,Andrew Baker, Phillies,2021,RHP,Chipola College
11,325,Nick Lockhart, Rangers,2019,RHP,Woodgrove HS
11,325,Cody Roberts, Orioles,2018,C,North Carolina
11,326,Trevor McDonald, Giants,2019,RHP,George County HS
11,326,Carson Skipper, Rockies,2022,LHP,Auburn
11,326,Hunter Steinmetz, Blue Jays,2018,OF,Missouri State
11,326,Donovan McIntyre, Giants,2021,OF,Marian Catholic HS
11,327,Joe Miller, Tigers,2022,LHP,Pennsylvania
11,327,Nick Neal, Blue Jays,2019,OF,Randleman HS
11,327,Roc Riggio, Brewers,2021,2B,Thousand Oaks HS
11,327,Davis Bradshaw, Marlins,2018,OF,Meridian CC
11,328,Chad Stevens, Astros,2021,SS,University of Portland
11,328,Damon Casetta-Stubbs, Mariners,2018,RHP,Kings Way HS
11,328,Jordan Martinson, Mets,2019,LHP,Dallas Baptist
11,328,Caden Dana, Angels,2022,RHP,Don Bosco Prep HS
11,329,Jesse Bergin, Marlins,2021,RHP,UCLA
11,329,Tanner Brubaker, Twins,2019,RHP,University of California - Irvine
11,329,Rhylan Thomas, Mets,2022,OF,USC
11,329,Billy Layne Jr., Rangers,2018,RHP,Seton Hall
11,330,Isaiah Lowe, Padres,2022,RHP,Combine Academy
11,330,Shawn Guilliams, Reds,2021,RHP,Central Florida
11,330,Marcus Lee Sang, Phillies,2019,OF,Northern HS
11,330,Jacson McGowan, Rays,2018,1B,Purdue
11,331,Magnus Ellerts, Guardians,2022,RHP,Florida SouthWestern State College
11,331,Connor Van Scoyoc, Angels,2018,RHP,Jefferson HS
11,331,Brent Killam, Angels,2019,LHP,Georgetown
11,331,Mack Chambers, Cardinals,2021,SS,New Mexico
11,332,Michael Emodi, Royals,2018,C,Creighton
11,332,Nick Snyder, D-backs,2019,LHP,West Virginia
11,332,Trenton Wallace, Blue Jays,2021,LHP,Iowa
11,332,Emaarion Boyd, Phillies,2022,OF,South Panola HS
11,333,Chris Holba, Cardinals,2018,RHP,East Carolina
11,333,Ben Brutti, Reds,2022,RHP,South Kingstown HS
11,333,Jack Neely, Yankees,2021,RHP,Ohio State
11,333,J.T. Arruda, Nationals,2019,3B,Fresno State
11,334,Christian Oppor, Athletics,2022,LHP,Columbus HS
11,334,Gage Ziehl, Cubs,2021,RHP,Penfield HS
11,334,Michael Helman, Twins,2018,2B,Texas A&M
11,334,Jase Bowen, Pirates,2019,2B,Toledo Central Catholic HS
11,335,Connor Lunn, Cardinals,2019,RHP,USC
11,335,Ian Mejia, Braves,2022,RHP,New Mexico State
11,335,Christian Edwards, White Sox,2021,RHP,Jacksonville State
11,335,Davis Daniel, Brewers,2018,RHP,Auburn
11,336,PJ Poulin, Rockies,2018,LHP,Connecticut
11,336,Carter Bins, Mariners,2019,C,Fresno State
11,336,Hunter Stanley, Guardians,2021,RHP,Southern Mississippi
11,336,Marcelo Perez, Mariners,2022,RHP,TCU
11,337,Tanner Myatt, Yankees,2018,RHP,Florence-Darlington Tech
11,337,Nathan Church, Cardinals,2022,OF,University of California - Irvine
11,337,Adam Shoemaker, Braves,2021,LHP,St. Benedict Catholic SS
11,337,Vaughn Grissom, Braves,2019,SS,Hagerty HS
11,338,Eduardo Rivera, Athletics,2021,LHP,Colegio CADEST
11,338,Riley Thompson, Cubs,2018,RHP,Louisville
11,338,Ben Troike, Rays,2019,SS,University of Illinois
11,338,Pat Gallagher, Blue Jays,2022,RHP,Connecticut
11,339,Marques Johnson, Red Sox,2022,RHP,Long Beach State
11,339,Blaze Alexander, D-backs,2018,SS,IMG Academy HS
11,339,Brandon Birdsell, Twins,2021,RHP,Texas Tech
11,339,Mike Ruff, Rockies,2019,RHP,Florida Atlantic
11,340,Nick Mikolajchak, Guardians,2019,RHP,Sam Houston State
11,340,River Ryan, Padres,2021,RHP,UNC Pembroke
11,340,Ryan Harvey, Yankees,2022,RHP,UC Santa Barbara
11,340,Nicholas Northcut, Red Sox,2018,3B,William Mason HS
11,341,Jacob Burke, White Sox,2022,OF,Miami
11,341,Frankie Bartow, Nationals,2018,RHP,Miami
11,341,Logan Boyer, Dodgers,2019,RHP,San Diego State
11,341,Sean Mullen, Rays,2021,RHP,UCLA
11,342,Cameron Wagoner, Brewers,2022,RHP,Eastern Michigan
11,342,Justin Wrobleski, Dodgers,2021,LHP,Oklahoma State
11,342,Brett Conine, Astros,2018,RHP,Cal State Fullerton
11,342,Mack Chambers, Cubs,2019,SS,Seminole State
12,343,Chazz Martinez, Pirates,2021,LHP,Orange Coast College
11,343,Ryan Clifford, Astros,2022,OF,Crossroads FLEX HS
11,343,Brock Begue, Brewers,2019,LHP,Cuyahoga CC
11,343,Jack DeGroat, Guardians,2018,RHP,Liberty University
12,344,Jackson Leath, Rangers,2021,RHP,Tennessee
11,344,Stephen Kolek, Dodgers,2018,RHP,Texas A&M
11,344,Dustin Harris, Athletics,2019,OF,St. Petersburg College
11,344,Drew Sommers, Rays,2022,LHP,Central Arizona College
12,345,Reece Hampton, Tigers,2018,OF,UNC Charlotte
12,345,Mike Rothenberg, Tigers,2021,C,Duke
11,345,Oliver Dunn, Yankees,2019,2B,Utah
11,345,Kyle Nevin, Dodgers,2022,OF,Baylor
12,346,Sean Roby, Giants,2018,3B,Arizona Western College
12,346,Christopher Troye, Red Sox,2021,RHP,UC Santa Barbara
11,346,Ryan Gusto, Astros,2019,RHP,Florida SouthWestern State College
11,346,Sam Bower, Giants,2022,RHP,St. Mary's College
12,347,James McArthur, Phillies,2018,RHP,Ole Miss
12,347,Bradley Brehmer, Orioles,2022,RHP,Indiana
12,347,Justin Armbruester, Orioles,2021,RHP,New Mexico
11,347,Sebastian Keane, Red Sox,2019,RHP,North Andover HS
12,348,Isaiah Carranza, White Sox,2018,RHP,Azusa Pacific University
12,348,Kade Strowd, Orioles,2019,RHP,West Virginia
12,348,Malachi Witherspoon, D-backs,2022,RHP,Fletcher HS
12,348,Davis Diaz, D-backs,2021,SS,Acalanes HS
12,349,Jackson Kelley, Rangers,2022,RHP,Mercer
12,349,Josiah Sightler, Reds,2018,1B,Swansea HS
12,349,Tyson Guerrero, Royals,2021,LHP,Washington
12,349,Adam Lukas, Royals,2019,RHP,Evansville
12,350,Mason Green, Rockies,2021,LHP,University of Central Missouri
12,350,Ross Adolph, Mets,2018,OF,Toledo
12,350,K.C. Hunt, Pirates,2022,RHP,Mississippi State
12,350,Misael Gonzalez, White Sox,2019,OF,Leadership Christian Academy
12,351,Nick Peoples, Nationals,2022,OF,Northview HS
12,351,Chris Mokma, Marlins,2019,RHP,Holland HS
12,351,Sean Guilbe, Padres,2018,2B,Muhlenberg HS
12,351,Mason Albright, Angels,2021,LHP,IMG Academy HS
12,352,Jack-Thomas Wold, Mets,2021,1B,UNLV
12,352,Corey Joyce, Tigers,2019,SS,North Carolina Central University
12,352,Nolan Kingham, Braves,2018,RHP,Texas
12,352,Cole Kirschsieper, Marlins,2022,LHP,Illinois
12,353,Andrew Alvarez, Nationals,2021,LHP,Cal Poly
12,353,Mathew Peters, Cubs,2022,RHP,Ivy Tech
12,353,Noah Vaughan, Athletics,2018,OF,University of Texas - Arlington
12,353,Matthew Acosta, Padres,2019,OF,USC
12,354,Zac Susi, Pirates,2018,C,Connecticut
12,354,Corey Rosier, Mariners,2021,OF,UNC Greensboro
12,354,Nate Baez, Twins,2022,C,Arizona State
12,354,Yan Contreras, Reds,2019,SS,Puerto Rico Baseball Academy
12,355,T.J. Rumfield, Phillies,2021,3B,Virginia Tech
12,355,Clay Fisher, Orioles,2018,SS,UC Santa Barbara
12,355,Jack Pineda, Royals,2022,SS,Baylor
12,355,Gavin Collyer, Rangers,2019,RHP,Mountain View HS
12,356,Nick Allgeyer, Blue Jays,2018,LHP,Iowa
12,356,Chris Wright, Giants,2019,LHP,Bryant University
12,356,Caleb Franzen, Rockies,2022,LHP,University of Portland
12,356,Landen Roupp, Giants,2021,RHP,UNC Wilmington
12,357,Caden Vire, Brewers,2021,LHP,Skyview HS
12,357,Zack Leban, Marlins,2018,RHP,Kansas
12,357,Sam Ryan, Blue Jays,2019,RHP,VCU
12,357,Cole Stupp, Tigers,2022,RHP,Kentucky
12,358,Jared Southard, Angels,2022,RHP,Texas
12,358,Ryne Ogren, Mariners,2018,2B,Elon University
12,358,Antoine Duplantis, Mets,2019,OF,LSU
12,358,Rhett Kouba, Astros,2021,RHP,Dallas Baptist
12,359,Sean Mooney, Twins,2019,RHP,St. John's
12,359,Destin Dotson, Rangers,2018,LHP,Scotlandville Magnet HS
12,359,Brandon White, Marlins,2021,RHP,Washington State
12,359,Paul Gervase, Mets,2022,RHP,LSU
12,360,Austin Krob, Padres,2022,LHP,TCU
12,360,Jadiel Sanchez, Phillies,2019,OF,Natividad Rodriguez HS
12,360,Kevin Melendez, Rays,2018,C,Puerto Rico Baseball Academy
12,360,Julian Aguiar, Reds,2021,RHP,Cypress College
12,361,Chris Gerard, Cardinals,2021,LHP,Virginia Tech
12,361,Daniel Nunan, Angels,2018,LHP,Ocean City HS
12,361,Jack Dashwood, Angels,2019,LHP,UC Santa Barbara
12,361,Jack Jasiak, Guardians,2022,RHP,South Florida
12,362,Riley Tirotta, Blue Jays,2021,3B,Dayton
12,362,Avery Short, D-backs,2019,LHP,Southport HS
12,362,Jordan Dissin, Phillies,2022,C,Saddleback College
12,362,Rylan Kaufman, Royals,2018,LHP,San Jacinto College North
12,363,Orlando Ribalta, Nationals,2019,RHP,Miami Dade CC Kendall
12,363,Francisco Justo, Cardinals,2018,RHP,Monroe College
12,363,Mason Pelio, Reds,2022,RHP,Boston College
12,363,Ben Rice, Yankees,2021,C,Dartmouth
12,364,Jon Olsen, Twins,2018,RHP,UCLA
12,364,Kyle Wilkie, Pirates,2019,C,Clemson
12,364,Teo Banks, Cubs,2021,OF,Permian HS
12,364,T.J. Czyz, Athletics,2022,RHP,Cosumnes River College
12,365,Patrick Romeri, Cardinals,2019,OF,IMG Academy HS
12,365,Justin Janas, Braves,2022,1B,Illinois
12,365,Johnny Ray, White Sox,2021,RHP,TCU
12,365,Korry Howell, Brewers,2018,OF,Kirkwood CC
12,366,Troy Taylor, Mariners,2022,RHP,University of California - Irvine
12,366,Kyle Datres, Rockies,2018,2B,North Carolina
12,366,Antoine Mistico, Mariners,2019,OF,Gateway CC
12,366,Connor Kokx, Guardians,2021,OF,Long Beach State
12,367,Andrew Hoffmann, Braves,2021,RHP,Illinois
12,367,Michael Curialle, Cardinals,2022,3B,UCLA
12,367,Andy Samuelson, Braves,2019,LHP,Wabash Valley College
12,367,Matt Pita, Yankees,2018,OF,Virginia Military Institute
12,368,Cam Sanders, Cubs,2018,RHP,LSU
12,368,Nick Sogard, Rays,2019,2B,Loyola Marymount University
12,368,Nolan Perry, Blue Jays,2022,RHP,Carlsbad HS
12,368,Mitch Myers, Athletics,2021,RHP,Pittsburgh
12,369,Kyler Fedko, Twins,2021,OF,Connecticut
12,369,Hayden Mullins, Red Sox,2022,LHP,Auburn
12,369,Justin Lewis, D-backs,2018,RHP,Kentucky
12,369,Christian Koss, Rockies,2019,SS,University of California - Irvine
12,370,Chase Shugart, Red Sox,2018,RHP,Texas
12,370,Marcos Castanon, Padres,2021,SS,UC Santa Barbara
12,370,Allan Hernandez, Guardians,2019,RHP,Miami Christian School
12,370,Jackson Fristoe, Yankees,2022,RHP,Mississippi State
12,371,Mitchell Tyranski, Dodgers,2019,LHP,Michigan State
12,371,Jonny Cuevas, Rays,2021,RHP,College of Southern Nevada
12,371,Brooks Baldwin, White Sox,2022,3B,UNC Wilmington
12,371,Graham Lawson, Nationals,2018,RHP,South Carolina
12,372,Hunter Bigge, Cubs,2019,RHP,Harvard
12,372,Mark Moclair, Astros,2018,RHP,University of Tampa
12,372,Ronan Kopp, Dodgers,2021,LHP,South Mountain CC
12,372,Luke Adams, Brewers,2022,3B,Hinsdale Central HS
13,373,Owen Sharts, Pirates,2021,RHP,Nevada
12,373,Zach Dezenzo, Astros,2022,OF,Ohio State
12,373,Thomas Ponticelli, Guardians,2018,RHP,University of San Francisco
12,373,Arman Sabouri, Brewers,2019,LHP,California
13,374,Thomas Ireland, Rangers,2021,LHP,Polk State College
12,374,Alex Cook, Rays,2022,RHP,Colby CC
12,374,T.J. Schofield-Sam, Athletics,2019,3B,North Park SS
12,374,Hunter Feduccia, Dodgers,2018,C,LSU
13,375,Christopher Proctor, Tigers,2018,C,Duke
13,375,Chris Meyers, Tigers,2021,SS,Toledo
12,375,Ryan Anderson, Yankees,2019,LHP,Nevada
12,375,Jacob Meador, Dodgers,2022,RHP,Dallas Baptist
13,376,Zach Ehrhard, Red Sox,2021,OF,Wharton HS
13,376,George Bell, Giants,2018,OF,Connors State
13,376,Zach Ehrhard, Red Sox,2021,SS,Wharton HS
12,376,Tyler Vogel, Giants,2022,RHP,Jacksonville University
12,376,Garrett Gayle, Astros,2019,RHP,Rice
13,377,Jared Beck, Orioles,2022,LHP,Saint Leo University
13,377,Jacob Teter, Orioles,2021,1B,Florida Southern
13,377,Jose Mercado, Phillies,2018,SS,Carlos Beltran Baseball Academy
12,377,Brendan Cellucci, Red Sox,2019,LHP,Tulane
13,378,Josh Swales, D-backs,2021,RHP,College of Southern Nevada
13,378,Eli Saul, D-backs,2022,RHP,Sacramento State
13,378,Jason Bilous, White Sox,2018,RHP,Coastal Carolina
13,378,Dan Hammer, Orioles,2019,RHP,Pittsburgh
13,379,Patrick Halligan, Royals,2021,RHP,Pensacola State College
13,379,Brian Rey, Reds,2018,OF,Miami Dade CC South
13,379,Caden Marcum, Rangers,2022,RHP,Paola HS
13,379,Tyler Tolbert, Royals,2019,2B,Alabama - Birmingham
13,380,Christian Tripp, Mets,2018,RHP,New Mexico
13,380,Miguel Fulgencio, Pirates,2022,LHP,Cowley County CC
13,380,Cooper Bradford, White Sox,2019,RHP,Florida Southern College
13,380,EJ Andrews Jr., Rockies,2021,OF,Fresno State
13,381,Zach King, Marlins,2019,LHP,Vanderbilt
13,381,Antoine Kelly, Padres,2018,LHP,Maine East HS
13,381,Mo Hanley, Angels,2021,LHP,Adrian College
13,381,Marquis Grissom Jr., Nationals,2022,RHP,Georgia Tech
13,382,Matt Walker, Tigers,2019,LHP,Illinois State
13,382,Matt Rudick, Mets,2021,OF,San Diego State
13,382,Chase Luttrell, Marlins,2022,OF,Long Beach State
13,382,Brendan Venter, Braves,2018,1B,Auburn
13,383,Mack Anglin, Nationals,2021,RHP,Clemson
13,383,Luis Rujano, Cubs,2022,RHP,Sunshine State Elite Academy
13,383,Dallas Woolfolk, Athletics,2018,RHP,Ole Miss
13,383,Brandon Komar, Padres,2019,RHP,Madison College
13,384,Ben Ramirez, Mariners,2021,SS,USC
13,384,Zack Kone, Pirates,2018,OF,Duke
13,384,Luke Berryhill, Reds,2019,C,South Carolina
13,384,C.J. Culpepper, Twins,2022,RHP,California Baptist University
13,385,Ben Anderson, Rangers,2019,RHP,SUNY - Binghamton
13,385,Drew Fregia, Orioles,2018,3B,Sam Houston State
13,385,Ryan Ramsey, Royals,2022,LHP,Maryland
13,385,Jared Carr, Phillies,2021,OF,Shepherd University
13,386,Jared Dupere, Giants,2021,OF,Northeastern
13,386,Harrison Freed, Giants,2019,OF,Butler
13,386,Blake Adams, Rockies,2022,RHP,Kansas State
13,386,Brad Wilson, Blue Jays,2018,RHP,Ohio Dominican University
13,387,Quinton Low, Brewers,2021,1B,Chatfield HS
13,387,Trevor Schwecke, Blue Jays,2019,SS,University of Wisconsin - Milwaukee
13,387,Keegan Fish, Marlins,2018,C,Lakota West HS
13,387,Dom Johnson, Tigers,2022,OF,Kansas State
13,388,Kobe Kato, Astros,2021,2B,Arizona
13,388,Tucker Flint, Angels,2022,OF,Chipola College
13,388,Charlie McConnell, Mariners,2018,OF,Northeastern
13,388,Blaine McIntosh, Mets,2019,OF,Sycamore HS
13,389,Chandler Jozwiak, Marlins,2021,LHP,Texas A&M
13,389,Dylan Thomas, Twins,2019,RHP,Hawaii
13,389,Kenen Irizarry, Rangers,2018,SS,Aurea E Quiles HS
13,389,Dylan Ross, Mets,2022,RHP,Georgia
13,390,Graham Pauley, Padres,2022,3B,Duke
13,390,Michael Trautwein, Reds,2021,C,Northwestern
13,390,Hunter Markwardt, Phillies,2019,OF,Oklahoma Christian University
13,390,Trey Cumbie, Rays,2018,LHP,Houston
13,391,Hayes Heinecke, Cardinals,2021,LHP,Wofford
13,391,Cooper Criswell, Angels,2018,RHP,North Carolina
13,391,Edwin Sanchez, Angels,2019,RHP,B You Academy
13,391,Tyresse Turner, Guardians,2022,SS,USC
13,392,Matt Svanson, Blue Jays,2021,RHP,Lehigh
13,392,Cade Fergus, Phillies,2022,OF,George Washington University
13,392,Cam Coursey, D-backs,2019,2B,Georgia Gwinnett College
13,392,Jonathan Heasley, Royals,2018,RHP,Oklahoma State
13,393,Zach Messinger, Yankees,2021,RHP,Virginia
13,393,Johnathan Harmon, Reds,2022,RHP,Northwestern State
13,393,Jake Randa, Nationals,2019,OF,Northwest Florida State
13,393,Colin Schmid, Cardinals,2018,LHP,Appalachian State
13,394,Chase Murray, Pirates,2019,OF,Georgia Tech
13,394,Trevor Casanova, Twins,2018,C,Cal State Northridge
13,394,Erian Rodriguez, Cubs,2021,RHP,Georgia Premier Academy
13,394,Jake Pfennigs, Athletics,2022,RHP,Oregon State
13,395,Colby Smelley, White Sox,2021,C,Shelton State CC
13,395,Cedric De Grandpre, Braves,2022,RHP,Chipola College
13,395,Tommy Jew, Cardinals,2019,OF,UC Santa Barbara
13,395,Reese Olson, Brewers,2018,RHP,North Hall HS
13,396,Reid Morgan, Mariners,2019,RHP,South Carolina
13,396,Rayne Supple, Rockies,2018,RHP,Wake Forest
13,396,Darren Bowen, Mariners,2022,RHP,UNC Pembroke
13,396,Davis Sharpe, Guardians,2021,RHP,Clemson
13,397,Isaiah Pasteur, Yankees,2018,RHP,George Washington University
13,397,Chandler Arnold, Cardinals,2022,RHP,Dallas Baptist
13,397,Adam Zebrowski, Braves,2021,C,St John Fisher College
13,397,Tyler Owens, Braves,2019,RHP,Trinity Catholic HS
13,398,Aaron Holiday, Athletics,2021,RHP,Old Dominion
13,398,Bo Bonds, Blue Jays,2022,RHP,University of Louisiana at Lafayette
13,398,Zach Huffins, Rays,2019,OF,Arizona Western College
13,398,Ezequiel Pagan, Cubs,2018,OF,Pro Baseball HS & Academy
13,399,David Festa, Twins,2021,RHP,Seton Hall
13,399,L.T. Tolbert, D-backs,2018,SS,South Carolina
13,399,Gavin Kilen, Red Sox,2022,SS,Milton HS
13,399,Daniel Cope, Rockies,2019,C,Cal State Fullerton
13,400,Dylan Hardy, Red Sox,2018,OF,University of South Alabama
13,400,Kobe Robinson, Padres,2021,RHP,Chattanooga State CC
13,400,Micah Pries, Guardians,2019,1B,Point Loma Nazarene University
13,400,Geoffrey Gilbert, Yankees,2022,LHP,Clemson
13,401,Mason Adams, White Sox,2022,RHP,Jacksonville University
13,401,Jake Cantleberry, Dodgers,2019,LHP,Missouri
13,401,Cody Wilson, Nationals,2018,OF,Florida Atlantic
13,401,Bobby Seymour, Rays,2021,1B,Wake Forest
13,402,Shawn Dubin, Astros,2018,RHP,Georgetown College
13,402,Porter Hodge, Cubs,2019,RHP,Cottonwood Senior HS
13,402,Antonio Knowles, Dodgers,2021,RHP,Florida SouthWestern State College
13,402,Zane Petty, Brewers,2022,RHP,Corsicana HS
14,403,Braylon Bishop, Pirates,2021,OF,Arkansas HS
13,403,Jackson Gillis, Brewers,2019,LHP,Vanderbilt
13,403,Kyle Marman, Guardians,2018,RHP,Florida Atlantic
13,403,Jackson Loftin, Astros,2022,SS,Oral Roberts
14,404,Tucker Mitchell, Rangers,2021,C,State College of Florida Manatee - Sarasota
13,404,Sahid Valenzuela, Athletics,2019,SS,Cal State Fullerton
13,404,Nate Dahle, Rays,2022,RHP,BYU
13,404,Dillon Paulson, Dodgers,2018,1B,USC
14,405,Luke Sherley, Tigers,2018,SS,Texas State
14,405,RJ Petit, Tigers,2021,RHP,Charleston Southern
13,405,Nelson L. Alvarez, Yankees,2019,RHP,South Florida
13,405,Chris Newell, Dodgers,2022,OF,Virginia
14,406,Jacob Webb, Red Sox,2021,RHP,Miami University
14,406,Bryce Tucker, Giants,2018,LHP,Central Florida
13,406,Thomas Gavello, Giants,2022,C,Pacific
13,406,Kevin Holcomb, Astros,2019,RHP,Glendale College
14,407,Daniel Lloyd, Orioles,2021,RHP,South Carolina
14,407,Jesse Wilkening, Phillies,2018,C,Nebraska
14,407,Adam Retzbach, Orioles,2022,C,Lehigh U
13,407,Blake Loubier, Red Sox,2019,RHP,Oviedo HS
14,408,Mason Janvrin, Orioles,2019,OF,University of Central Missouri
14,408,Channy Ortiz, D-backs,2021,3B,Grand Canyon University
14,408,Davis Martin, White Sox,2018,RHP,Texas Tech
14,408,Kevin Graham, D-backs,2022,OF,Ole Miss
14,409,Michael Byrne, Reds,2018,RHP,Florida
14,409,Andrew Owen, Rangers,2022,RHP,Grossmont College
14,409,Justin Hooper, Royals,2019,LHP,UCLA
14,409,Caden Monke, Royals,2021,LHP,Arkansas
14,410,Julian Bosnic, Pirates,2022,LHP,South Carolina
14,410,McKinley Moore, White Sox,2019,RHP,University of Arkansas - Little Rock
14,410,Tyler Ras, Rockies,2021,RHP,Alabama
14,410,Andrew Mitchell, Mets,2018,LHP,Auburn
14,411,Easton Lucas, Marlins,2019,LHP,Pepperdine University
14,411,Cortland Lawson, Nationals,2022,SS,Tennessee
14,411,Eric Torres, Angels,2021,LHP,Kansas State
14,411,Erik Sabrowski, Padres,2018,LHP,"Cloud County CC, KS"
14,412,Torin Montgomery, Marlins,2022,1B,Missouri
14,412,Nathan Lavender, Mets,2021,LHP,Illinois
14,412,Victor Vodnik, Braves,2018,RHP,Rialto HS
